ip,domain,numberOfPackets,totalMbSize,startTime,endTime,protocol
179.60.192.2,edge-mqtt-shv-01-cdg2.facebook.com,3,0.00023099999999999998,1574958313.3223941,1574958313.32246,tcp
179.60.192.2,edge-mqtt-shv-01-cdg2.facebook.com,2,0.000165,1574958313.3668878,1574958313.3860872,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,38,0.020725,1574958313.1003633,1574958313.6011188,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.0025919999999999997,1574958313.889367,1574958313.8893793,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,7,0.010708999999999998,1574958313.8898518,1574958313.8936286,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,3,0.000198,1574958313.906462,1574958313.9065177,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,3,0.000198,1574958313.9080307,1574958313.9080637,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.00013199999999999998,1574958313.9091046,1574958313.9091399,tcp
47.88.232.28,,2,0.000148,1574958310.9318855,1574958311.9283433,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,3,0.0038849999999999996,1574958313.9886913,1574958313.9887497,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.0025919999999999997,1574958313.9891853,1574958313.9891992,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.00013199999999999998,1574958314.0055292,1574958314.0055642,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,4,0.00026399999999999997,1574958314.006802,1574958314.0069735,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.0025919999999999997,1574958314.0448043,1574958314.044809,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,6,0.0016120000000000004,1574958314.0451725,1574958314.0738907,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.002143,1574958314.099606,1574958314.0996106,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.00013199999999999998,1574958314.1163604,1574958314.1163714,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,3,0.003519,1574958314.15841,1574958314.1584818,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,18,0.012072,1574958314.2086868,1574958314.3022678,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.0025919999999999997,1574958314.3255756,1574958314.325582,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,6,0.0008569999999999999,1574958314.3260152,1574958314.3446274,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.0025919999999999997,1574958314.4743075,1574958314.474312,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,6,0.012186999999999998,1574958314.4748206,1574958314.4789732,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.00013199999999999998,1574958314.4916456,1574958314.4916575,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.00013199999999999998,1574958314.4929583,1574958314.492991,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.000167,1574958314.4931111,1574958314.4931743,tcp
47.88.232.28,,3,0.00035899999999999994,1574958314.2474074,1574958314.2768784,tcp
179.60.192.2,edge-mqtt-shv-01-cdg2.facebook.com,2,0.00018899999999999999,1574958314.1890335,1574958314.208717,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,56,0.060002999999999855,1574958311.7786684,1574958313.2963018,tcp
179.60.192.2,edge-mqtt-shv-01-cdg2.facebook.com,2,0.000187,1574958314.764086,1574958314.7746973,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,20,0.09239300000000002,1574958314.7763696,1574958314.7909236,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,3,0.000198,1574958314.7977781,1574958314.798023,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,10,0.0006599999999999999,1574958314.803339,1574958314.8057258,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,15,0.0009899999999999998,1574958314.806649,1574958314.8077044,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,3,0.000198,1574958314.8097572,1574958314.8098388,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,37,0.0024420000000000015,1574958314.81,1574958314.8123925,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,7,0.014874,1574958314.8203862,1574958314.8205252,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.010759,1574958314.8207753,1574958314.820787,tcp
